Date,Product,Category,Region,Quantity,Revenue,Cost,Discount,Marketing Spend,Customer Type,Operating Cost,Profit
2024-07-23 15:44:22.828535668,Tablet,Electronics,North,25,600296.36,493767.71,20,21271.96,Corporate,5403.97,98696.13
2024-07-24 13:40:01.501877346,Smartphone,Electronics,North,2,46796.75,42188.93,25,22617.81,New,16702.72,-9130.05
2024-07-25 11:35:40.175219024,Tablet,Electronics,North,3,88640.45,56631.22,0,9038.9,New,21688.16,13895.73
2024-07-26 09:31:18.848560700,Smartwatch,Wearables,South,9,59983.43,49355.42,25,8484.62,Returning,10280.26,4884.19
2024-07-27 07:26:57.521902378,Smartwatch,Wearables,South,17,136132.14,98992.17,12,40094.14,New,7293.15,35258.62
2024-07-28 05:22:36.195244056,Smartphone,Electronics,East,11,259704.57,233872.77,25,25073.28,New,8830.47,17405.19
2024-07-29 03:18:14.868585732,Headphones,Accessories,South,15,73415.77,39055.7,8,46880.8,New,9004.54,24421.93
2024-07-30 01:13:53.541927408,Monitor,Electronics,East,6,87247.52,72141.93,25,32549.95,Corporate,12838.38,6320.19
2024-07-30 23:09:32.215269084,Laptop,Electronics,South,22,1200452.84,1020718.91,12,6582.92,New,10171.2,171701.94
2024-07-31 21:05:10.888610764,Tablet,Electronics,South,10,302199.35,192623.92,0,12088.55,Returning,8968.03,97660.03
2024-08-01 19:00:49.561952440,Headphones,Accessories,South,2,12699.64,5110.54,10,14261.89,Corporate,17267.27,-12779.08
2024-08-02 16:56:28.235294116,Tablet,Electronics,South,23,661943.64,441687.32,5,48908.12,Returning,4166.71,217565.4
2024-08-03 14:52:06.908635796,Smartwatch,Wearables,West,28,184588.98,159139.69,25,14841.69,Returning,10488.0,14429.46
2024-08-04 12:47:45.581977472,Headphones,Accessories,North,1,6926.19,2489.92,8,28209.01,Returning,18174.54,-13817.57
2024-08-05 10:43:24.255319148,Smartphone,Electronics,South,14,402085.73,302673.81,5,47127.96,New,6868.69,95760.83
2024-08-06 08:39:02.928660824,Smartwatch,Wearables,West,25,212132.75,136472.56,12,48973.67,Returning,7860.41,70076.89
2024-08-07 06:34:41.602002504,Laptop,Electronics,East,22,1266020.86,1048396.36,10,15636.22,Corporate,7414.67,214199.46
2024-08-08 04:30:20.275344180,Smartwatch,Wearables,North,26,224000.16,147150.66,0,7210.29,Returning,3020.37,68034.52
2024-08-09 02:25:58.948685856,Laptop,Electronics,West,13,673363.75,617685.89,20,11912.08,Returning,13422.89,43015.16
2024-08-10 00:21:37.622027532,Smartwatch,Wearables,North,12,85782.38,67684.03,20,7849.78,New,3857.09,16325.32
2024-08-10 22:17:16.295369212,Smartwatch,Wearables,North,22,170738.89,128395.93,15,13780.59,Corporate,9004.68,28758.52
2024-08-11 20:12:54.968710888,Laptop,Electronics,South,5,285751.5,234195.25,12,30585.64,New,24885.68,24705.88
2024-08-12 18:08:33.642052564,Tablet,Electronics,East,8,205748.36,158150.72,10,46060.2,Corporate,23204.72,21871.46
2024-08-13 16:04:12.315394244,Headphones,Accessories,North,19,83996.27,50608.82,12,29174.85,New,7731.67,25720.87
2024-08-14 13:59:50.988735920,Tablet,Electronics,West,21,523923.37,395019.85,12,33169.53,Returning,9820.05,123967.03
2024-08-15 11:55:29.662077596,Laptop,Electronics,North,4,246232.23,183143.49,5,14084.03,Corporate,13201.5,55955.01
2024-08-16 09:51:08.335419272,Smartphone,Electronics,West,16,498455.52,333446.97,0,41026.26,Returning,21577.1,140988.58
2024-08-17 07:46:47.008760952,Headphones,Accessories,North,11,51648.63,28071.77,8,32800.5,New,20658.21,4498.32
2024-08-18 05:42:25.682102628,Smartphone,Electronics,South,16,439074.13,331522.57,10,43886.16,Corporate,5777.31,103450.64
2024-08-19 03:38:04.355444304,Smartphone,Electronics,East,29,857129.63,602359.5,5,47697.94,New,5737.87,250195.13
2024-08-20 01:33:43.028785980,Smartwatch,Wearables,South,3,33636.8,16913.87,0,20655.53,New,12168.11,5751.76
2024-08-20 23:29:21.702127660,Laptop,Electronics,East,30,1582207.56,1364672.56,20,9076.06,Returning,22142.1,196304.13
2024-08-21 21:25:00.375469336,Tablet,Electronics,East,14,388326.23,278710.49,8,15166.8,Returning,22405.87,92272.59
2024-08-22 19:20:39.048811012,Laptop,Electronics,East,24,1446189.12,1116184.08,12,24702.87,Returning,5362.05,327950.39
2024-08-23 17:16:17.722152692,Smartphone,Electronics,South,13,332235.28,278630.46,12,47556.21,New,15634.54,34789.82
2024-08-24 15:11:56.395494368,Smartwatch,Wearables,West,10,79896.89,53464.45,15,22023.94,Returning,6424.85,22394.75
2024-08-25 13:07:35.068836044,Tablet,Electronics,East,24,601484.16,462287.36,15,39684.79,Corporate,18094.84,123779.08
2024-08-26 11:03:13.742177720,Smartphone,Electronics,South,21,630413.33,420194.48,8,29321.45,New,23161.53,188002.22
2024-08-27 08:58:52.415519400,Smartphone,Electronics,East,5,122470.07,106847.05,20,13226.39,Returning,13004.92,6012.36
2024-08-28 06:54:31.088861076,Monitor,Electronics,West,22,352567.74,257275.21,8,19433.04,Returning,4827.82,91028.93
2024-08-29 04:50:09.762202752,Monitor,Electronics,West,23,343398.71,285515.38,20,34393.63,Corporate,15743.59,42741.14
2024-08-30 02:45:48.435544428,Smartwatch,Wearables,East,12,99765.18,65782.34,10,35278.4,Returning,11987.37,22359.2
2024-08-31 00:41:27.108886108,Headphones,Accessories,West,28,136166.02,73546.29,0,24564.19,Corporate,20839.77,35725.22
2024-08-31 22:37:05.782227784,Headphones,Accessories,West,20,74882.64,50933.56,20,15289.05,New,10487.58,13220.3
2024-09-01 20:32:44.455569460,Smartwatch,Wearables,South,11,112320.46,62117.25,0,37485.81,New,22247.74,25950.72
2024-09-02 18:28:23.128911140,Smartwatch,Wearables,East,1,10034.3,5561.61,20,12599.29,Corporate,9021.41,-8108.07
2024-09-03 16:24:01.802252816,Smartphone,Electronics,North,21,652541.53,435294.71,0,47150.14,Corporate,6465.39,215083.49
2024-09-04 14:19:40.475594492,Laptop,Electronics,South,7,447316.62,317892.86,5,13455.66,Returning,9742.57,121193.81
2024-09-05 12:15:19.148936168,Laptop,Electronics,West,23,1378230.32,1034584.16,12,9829.06,Returning,3768.15,339788.52
2024-09-06 10:10:57.822277848,Monitor,Electronics,South,16,235219.51,182854.66,25,27394.15,Returning,9187.41,41483.03
2024-09-07 08:06:36.495619524,Headphones,Accessories,West,15,72267.19,41103.74,10,28379.73,New,17522.59,14529.37
2024-09-08 06:02:15.168961200,Headphones,Accessories,South,5,29105.93,12935.57,0,27868.68,Corporate,6130.23,13014.44
2024-09-09 03:57:53.842302876,Headphones,Accessories,North,22,99859.19,54560.08,5,24650.04,Corporate,5450.03,37368.18
2024-09-10 01:53:32.515644556,Tablet,Electronics,North,5,112936.9,100975.29,25,49766.67,Returning,5912.48,6034.65
2024-09-10 23:49:11.188986232,Laptop,Electronics,East,13,767628.61,579195.58,15,26882.63,New,4706.14,186331.1
2024-09-11 21:44:49.862327908,Laptop,Electronics,South,26,1746078.75,1206893.56,0,26507.6,New,22241.98,511135.2
2024-09-12 19:40:28.535669588,Smartphone,Electronics,East,28,758578.75,600787.68,10,23979.47,New,23770.53,133847.83
2024-09-13 17:36:07.209011264,Headphones,Accessories,North,30,121001.89,81546.31,8,8007.16,Returning,4024.35,34143.36
2024-09-14 15:31:45.882352940,Tablet,Electronics,South,29,769075.32,572207.59,5,31683.05,Returning,19721.58,176744.66
2024-09-15 13:27:24.555694616,Headphones,Accessories,North,17,67466.96,44208.61,20,15258.55,New,19217.34,2536.13
2024-09-16 11:23:03.229036296,Headphones,Accessories,South,7,35346.79,19136.81,12,33692.4,Returning,24932.01,-8309.15
2024-09-17 09:18:41.902377972,Monitor,Electronics,West,26,424938.7,294650.5,5,7287.51,Corporate,10653.15,125405.93
2024-09-18 07:14:20.575719648,Laptop,Electronics,North,25,1477032.02,1226966.39,15,49162.42,New,9281.2,239812.66
2024-09-19 05:09:59.249061324,Smartwatch,Wearables,East,30,259397.3,173248.81,10,26105.23,Returning,12967.81,74055.81
2024-09-20 03:05:37.922403004,Smartwatch,Wearables,North,20,183730.27,116386.86,0,45353.99,Returning,21844.65,51482.99
2024-09-21 01:01:16.595744680,Headphones,Accessories,East,5,27356.56,12729.98,10,26400.25,New,19029.06,-6052.53
2024-09-21 22:56:55.269086356,Tablet,Electronics,West,16,460105.15,298067.66,5,7714.89,Returning,13375.72,154105.79
2024-09-22 20:52:33.942428036,Smartphone,Electronics,South,14,426513.96,298801.47,5,41999.61,Returning,8380.38,119348.08
2024-09-23 18:48:12.615769712,Monitor,Electronics,North,26,369168.28,309369.87,25,34168.27,New,18994.35,46149.75
2024-09-24 16:43:51.289111388,Smartphone,Electronics,East,12,312587.91,252583.83,15,40179.07,New,21799.59,40455.09
2024-09-25 14:39:29.962453064,Smartwatch,Wearables,South,10,88636.61,58169.38,5,24267.64,Corporate,11798.93,19589.63
2024-09-26 12:35:08.635794744,Smartwatch,Wearables,West,3,24114.27,16941.02,20,33707.15,New,17708.88,-10732.51
2024-09-27 10:30:47.309136420,Monitor,Electronics,West,26,434212.64,303044.14,12,43530.31,Returning,11804.66,117491.71
2024-09-28 08:26:25.982478096,Headphones,Accessories,East,23,84279.17,59430.1,20,33397.94,Returning,13526.86,11549.59
2024-09-29 06:22:04.655819772,Smartphone,Electronics,East,2,51103.22,40460.68,15,20645.31,Corporate,14548.03,-1213.41
2024-09-30 04:17:43.329161452,Laptop,Electronics,East,14,877135.3,635040.42,8,34813.83,Returning,20065.97,221989.58
2024-10-01 02:13:22.002503128,Headphones,Accessories,East,15,73967.11,37753.72,12,35233.44,Corporate,24505.13,10758.39
2024-10-02 00:09:00.675844804,Tablet,Electronics,South,15,393276.01,298792.24,12,48226.41,Returning,12776.06,80955.37
2024-10-02 22:04:39.349186484,Laptop,Electronics,West,28,1562658.93,1337246.62,15,21691.05,Returning,10530.93,217858.81
2024-10-03 20:00:18.022528160,Monitor,Electronics,South,5,92272.44,59580.25,5,24128.68,New,11219.0,25148.67
2024-10-04 17:55:56.695869836,Smartwatch,Wearables,North,10,92367.93,55098.97,8,41545.53,New,5945.56,29321.95
2024-10-05 15:51:35.369211512,Laptop,Electronics,East,6,371638.36,285531.32,5,27759.3,Returning,9532.65,74568.63
2024-10-06 13:47:14.042553192,Smartphone,Electronics,East,8,230022.68,173256.81,8,38145.79,New,4901.84,53002.1
2024-10-07 11:42:52.715894868,Smartwatch,Wearables,West,28,245376.09,162196.39,5,25686.93,Returning,12413.67,75348.63
2024-10-08 09:38:31.389236544,Smartphone,Electronics,South,29,892675.35,611863.29,0,14697.28,New,6681.86,277568.17
2024-10-09 07:34:10.062578220,Laptop,Electronics,South,2,114989.5,96594.12,25,38534.17,New,10620.95,4018.87
2024-10-10 05:29:48.735919900,Smartwatch,Wearables,East,19,186308.75,106139.87,0,10901.98,New,20458.71,58917.95
2024-10-11 03:25:27.409261576,Tablet,Electronics,South,7,141905.43,134895.54,25,13936.26,Returning,8410.41,-4192.33
2024-10-12 01:21:06.082603252,Laptop,Electronics,West,6,395647.56,291061.33,0,33207.12,Returning,16461.68,87322.02
2024-10-12 23:16:44.755944932,Smartphone,Electronics,South,9,217438.62,186852.47,20,38627.14,Corporate,22825.99,12573.39
2024-10-13 21:12:23.429286608,Smartphone,Electronics,West,6,172438.9,124688.5,8,45260.95,Returning,15472.44,28010.16
2024-10-14 19:08:02.102628284,Smartwatch,Wearables,South,15,120363.9,82067.11,12,17266.39,Corporate,7263.44,26176.76
2024-10-15 17:03:40.775969960,Tablet,Electronics,North,30,746632.21,580683.95,8,9982.59,Returning,10584.86,152877.74
2024-10-16 14:59:19.449311640,Tablet,Electronics,West,18,486175.02,349319.7,10,48022.1,New,15988.12,121729.13
2024-10-17 12:54:58.122653316,Monitor,Electronics,East,22,361620.43,265553.81,10,11949.04,Corporate,14145.45,83783.44
2024-10-18 10:50:36.795994992,Tablet,Electronics,East,15,397137.16,287785.96,12,13895.01,New,6269.64,104393.91
2024-10-19 08:46:15.469336672,Smartphone,Electronics,East,1,27901.59,20407.46,10,18109.83,Returning,12829.52,-1808.33
2024-10-20 06:41:54.142678348,Laptop,Electronics,South,3,167711.34,145550.46,12,28822.61,Returning,14947.47,1924.15
2024-10-21 04:37:32.816020024,Smartwatch,Wearables,West,9,72006.4,49446.62,20,44727.15,New,8881.32,17243.47
2024-10-22 02:33:11.489361700,Monitor,Electronics,South,8,130766.0,99059.65,10,39224.57,Returning,16473.8,14296.26
2024-10-23 00:28:50.162703380,Monitor,Electronics,West,26,425654.07,299840.73,8,36867.09,New,4543.52,123464.3
2024-10-23 22:24:28.836045056,Smartphone,Electronics,South,26,800616.35,549279.14,5,12883.13,New,10405.35,236961.58
2024-10-24 20:20:07.509386732,Smartphone,Electronics,North,26,699932.16,547999.18,8,21095.72,New,20694.09,131253.76
2024-10-25 18:15:46.182728408,Laptop,Electronics,North,20,1198491.16,966761.44,5,26528.22,New,8704.27,223734.27
2024-10-26 16:11:24.856070088,Laptop,Electronics,West,17,1073836.47,766867.02,5,11634.17,New,16313.89,294122.81
2024-10-27 14:07:03.529411764,Smartwatch,Wearables,East,20,141309.48,116174.9,25,17304.34,Returning,12020.65,8358.16
2024-10-28 12:02:42.202753440,Smartwatch,Wearables,South,13,122986.23,72767.98,0,18874.99,Returning,9962.12,40348.39
2024-10-29 09:58:20.876095120,Headphones,Accessories,West,21,87438.84,55281.97,10,10727.43,Returning,23154.9,5746.27
2024-10-30 07:53:59.549436796,Smartphone,Electronics,East,24,611671.39,504512.38,20,29760.79,Returning,10551.76,98123.74
2024-10-31 05:49:38.222778472,Tablet,Electronics,East,23,467378.98,423742.8,25,36726.27,New,8206.87,37760.96
2024-11-01 03:45:16.896120148,Headphones,Accessories,East,19,83213.05,49575.57,5,8146.92,New,23004.63,14494.36
2024-11-02 01:40:55.569461828,Tablet,Electronics,North,2,61866.73,37726.36,5,26650.54,Returning,19410.78,3124.51
2024-11-02 23:36:34.242803504,Monitor,Electronics,North,22,397543.08,257248.5,8,40199.5,Corporate,17999.59,125076.67
2024-11-03 21:32:12.916145180,Smartphone,Electronics,East,11,292306.57,234444.25,12,38659.56,Returning,4089.77,57855.26
2024-11-04 19:27:51.589486856,Smartphone,Electronics,North,23,538227.03,482888.77,25,41678.29,New,5886.51,44522.01
2024-11-05 17:23:30.262828536,Monitor,Electronics,East,17,280484.5,193744.64,5,25170.83,Returning,17043.48,71533.42
2024-11-06 15:19:08.936170212,Smartwatch,Wearables,North,27,229239.54,144227.44,5,41925.07,Corporate,7607.52,80280.11
2024-11-07 13:14:47.609511888,Smartphone,Electronics,South,11,290453.97,223738.69,8,15833.89,Returning,7964.04,57975.06
2024-11-08 11:10:26.282853568,Smartwatch,Wearables,East,28,216401.73,151410.39,20,21236.48,New,20141.05,41217.97
2024-11-09 09:06:04.956195244,Smartwatch,Wearables,East,26,230855.16,146651.23,0,12936.0,New,9290.35,77742.45
2024-11-10 07:01:43.629536920,Monitor,Electronics,West,10,175604.75,114972.44,10,26036.8,Returning,4574.92,52458.87
2024-11-11 04:57:22.302878596,Smartphone,Electronics,East,15,432343.34,327024.16,0,22642.7,Corporate,3801.5,100982.62
2024-11-12 02:53:00.976220276,Monitor,Electronics,North,16,294136.19,184563.13,5,15841.72,Returning,12749.92,96702.77
2024-11-13 00:48:39.649561952,Monitor,Electronics,West,24,351869.88,273462.34,25,38830.13,New,16576.83,63977.32
2024-11-13 22:44:18.322903628,Smartphone,Electronics,North,21,605239.01,457570.4,0,19123.1,Returning,22115.48,123673.24
2024-11-14 20:39:56.996245304,Laptop,Electronics,North,26,1469045.79,1191895.46,8,17276.19,Corporate,5437.7,269658.88
2024-11-15 18:35:35.669586984,Smartwatch,Wearables,West,12,77869.12,66460.63,25,10890.06,Returning,7326.8,4378.43
2024-11-16 16:31:14.342928660,Laptop,Electronics,North,16,975098.98,783171.9,12,24746.98,Corporate,14655.61,180290.64
2024-11-17 14:26:53.016270336,Smartphone,Electronics,East,13,382596.87,285131.28,0,18633.41,New,11010.38,93317.56
2024-11-18 12:22:31.689612016,Headphones,Accessories,South,28,117997.3,74650.61,10,21617.28,New,13615.82,25208.42
2024-11-19 10:18:10.362953692,Monitor,Electronics,West,10,137099.5,113678.99,25,15619.88,Returning,23330.74,1035.79
2024-11-20 08:13:49.036295368,Monitor,Electronics,North,18,313125.07,215835.99,10,39342.0,Returning,14987.62,79041.86
2024-11-21 06:09:27.709637044,Laptop,Electronics,North,4,236075.49,196355.54,12,46850.15,Corporate,12132.65,30643.74
2024-11-22 04:05:06.382978724,Monitor,Electronics,South,26,419049.16,322684.35,12,27406.93,Returning,24767.68,68781.5
2024-11-23 02:00:45.056320400,Laptop,Electronics,South,12,724638.06,539473.1,15,33934.93,New,4434.74,178706.27
2024-11-23 23:56:23.729662076,Tablet,Electronics,West,11,288344.11,210309.1,5,44022.75,New,23506.5,52760.7
2024-11-24 21:52:02.403003752,Monitor,Electronics,East,18,288599.28,209895.44,20,49947.33,Returning,14036.56,64438.68
2024-11-25 19:47:41.076345432,Monitor,Electronics,North,15,201367.19,171601.75,25,32608.24,New,14082.64,16652.39
2024-11-26 17:43:19.749687108,Smartphone,Electronics,West,26,751879.58,556635.99,5,45040.08,Returning,23283.22,173411.48
2024-11-27 15:38:58.423028784,Monitor,Electronics,South,16,256315.55,185781.31,20,45887.37,New,14161.13,56355.81
2024-11-28 13:34:37.096370464,Laptop,Electronics,West,16,868506.03,737183.55,20,40615.32,New,12644.96,114687.85
2024-11-29 11:30:15.769712140,Smartwatch,Wearables,West,4,37829.37,21405.68,15,25741.91,Returning,8994.75,9612.29
2024-11-30 09:25:54.443053816,Headphones,Accessories,North,1,5075.86,2609.47,8,8651.93,New,17493.97,-15186.46
2024-12-01 07:21:33.116395492,Smartphone,Electronics,East,12,324333.06,243385.83,10,5711.25,Returning,15532.19,68900.24
2024-12-02 05:17:11.789737172,Laptop,Electronics,South,30,1549514.49,1394465.5,20,26474.03,Returning,7715.6,145210.18
2024-12-03 03:12:50.463078848,Tablet,Electronics,South,28,760500.17,521666.24,5,27244.15,Returning,18607.08,215420.02
2024-12-04 01:08:29.136420524,Headphones,Accessories,South,19,75659.12,51840.64,20,23331.31,Returning,17169.91,6546.49
2024-12-04 23:04:07.809762200,Smartwatch,Wearables,East,19,133589.39,102256.1,25,30567.53,Returning,11741.35,23479.8
2024-12-05 20:59:46.483103880,Headphones,Accessories,South,12,52336.62,31388.55,15,29847.32,Corporate,3096.82,18334.07
2024-12-06 18:55:25.156445556,Headphones,Accessories,North,6,36884.76,15185.47,8,42647.59,New,12824.79,8275.49
2024-12-07 16:51:03.829787232,Monitor,Electronics,South,1,18029.13,11376.72,12,9889.57,New,3133.28,908.1
2024-12-08 14:46:42.503128912,Laptop,Electronics,North,11,688744.05,499474.85,0,15132.99,Returning,4649.97,189892.54
2024-12-09 12:42:21.176470588,Tablet,Electronics,West,10,234163.25,184598.24,25,40685.22,Returning,12473.42,34002.79
2024-12-10 10:37:59.849812264,Tablet,Electronics,East,6,165777.93,111739.89,8,43152.66,Returning,4802.24,47059.62
2024-12-11 08:33:38.523153940,Headphones,Accessories,South,8,39534.43,20866.39,0,49767.09,Returning,9064.64,11313.49
2024-12-12 06:29:17.196495620,Smartphone,Electronics,South,1,33811.64,21318.81,20,44281.04,Returning,17420.81,-10496.04
2024-12-13 04:24:55.869837296,Laptop,Electronics,North,19,1124288.5,852506.26,15,45045.46,New,9789.54,265816.48
2024-12-14 02:20:34.543178972,Monitor,Electronics,South,28,434557.97,330678.04,12,19145.66,Returning,24948.27,80804.24
2024-12-15 00:16:13.216520648,Monitor,Electronics,West,21,367865.57,251506.95,0,23074.77,New,23158.64,95897.67
2024-12-15 22:11:51.889862328,Smartphone,Electronics,North,14,318544.8,286186.23,20,17063.83,Returning,15876.82,18156.1
2024-12-16 20:07:30.563204004,Laptop,Electronics,North,13,683507.11,600617.25,15,32283.47,Returning,24272.84,58133.65
2024-12-17 18:03:09.236545680,Laptop,Electronics,West,10,549777.61,447961.87,20,47246.24,Returning,22096.38,76529.91
2024-12-18 15:58:47.909887360,Laptop,Electronics,East,5,285366.5,227451.07,20,20508.84,New,10015.77,47479.44
2024-12-19 13:54:26.583229036,Tablet,Electronics,North,18,461282.62,346603.8,5,30065.08,Corporate,19491.12,92261.99
2024-12-20 11:50:05.256570712,Monitor,Electronics,South,17,306061.77,211864.97,5,18333.48,Returning,6010.3,89644.97
2024-12-21 09:45:43.929912388,Laptop,Electronics,East,1,48308.49,49122.52,25,12641.0,Returning,18060.13,-16453.83
2024-12-22 07:41:22.603254068,Tablet,Electronics,South,13,329570.84,263206.18,12,13783.35,Corporate,13803.8,56991.29
2024-12-23 05:37:01.276595744,Smartphone,Electronics,South,9,254943.3,187546.33,10,7607.54,Returning,3370.17,65142.1
2024-12-24 03:32:39.949937420,Headphones,Accessories,East,6,34652.34,15003.35,8,47718.21,Returning,9033.06,13389.67
2024-12-25 01:28:18.623279096,Smartwatch,Wearables,East,22,164010.38,120594.19,15,23129.58,New,24018.41,18506.35
2024-12-25 23:23:57.296620776,Tablet,Electronics,West,16,376525.32,301012.23,20,42535.44,New,9948.29,64129.96
2024-12-26 21:19:35.969962452,Monitor,Electronics,North,20,394692.3,226055.65,0,35659.83,New,6992.0,163065.67
2024-12-27 19:15:14.643304128,Laptop,Electronics,South,22,1231159.33,987925.25,12,13636.45,New,7125.69,234948.96
2024-12-28 17:10:53.316645808,Smartphone,Electronics,North,30,653939.2,627051.09,25,12895.8,Returning,13542.69,14152.98
2024-12-29 15:06:31.989987484,Smartphone,Electronics,East,25,666007.13,516582.28,8,41539.47,New,21538.28,124702.99
2024-12-30 13:02:10.663329160,Smartphone,Electronics,East,19,538543.56,386246.11,8,16912.03,Returning,19676.04,129976.52
2024-12-31 10:57:49.336670836,Monitor,Electronics,South,27,384697.15,327691.62,25,46097.83,New,12610.74,46301.01
2025-01-01 08:53:28.010012516,Tablet,Electronics,East,15,444601.63,285659.21,0,11302.49,New,7591.99,154010.49
2025-01-02 06:49:06.683354192,Smartphone,Electronics,South,30,856856.06,652167.67,10,35496.89,Corporate,4013.43,197717.99
2025-01-03 04:44:45.356695868,Monitor,Electronics,North,23,406377.28,266162.46,10,41651.32,Returning,13177.87,129048.8
2025-01-04 02:40:24.030037544,Headphones,Accessories,East,20,80254.45,52400.41,20,15586.54,Corporate,20925.06,5330.77
2025-01-05 00:36:02.703379224,Smartwatch,Wearables,South,28,236518.91,151304.99,5,17429.33,Returning,19053.0,66210.43
2025-01-05 22:31:41.376720900,Headphones,Accessories,South,16,70830.26,41740.38,10,48403.35,New,11989.22,21351.5
2025-01-06 20:27:20.050062576,Laptop,Electronics,South,22,1335457.05,993817.95,5,16906.89,Returning,16083.46,327978.1
2025-01-07 18:22:58.723404256,Monitor,Electronics,West,9,130775.59,103301.6,20,24348.07,Returning,12597.42,17264.19
2025-01-08 16:18:37.396745932,Laptop,Electronics,North,29,1718076.95,1372430.96,15,24463.2,New,15738.35,335634.01
2025-01-09 14:14:16.070087608,Smartphone,Electronics,South,19,533985.06,389575.06,10,16386.56,Corporate,14385.12,127913.24
2025-01-10 12:09:54.743429284,Smartphone,Electronics,East,24,707123.53,487487.31,10,39910.6,Returning,17981.27,198697.33
2025-01-11 10:05:33.416770964,Smartphone,Electronics,North,14,408605.06,306635.19,5,39733.22,Returning,14169.59,85633.91
2025-01-12 08:01:12.090112640,Laptop,Electronics,North,27,1341113.55,1205853.89,25,22024.31,Returning,23693.44,110802.71
2025-01-13 05:56:50.763454316,Laptop,Electronics,East,3,172613.65,141314.68,15,42580.66,Returning,12416.62,11818.7
2025-01-14 03:52:29.436795992,Tablet,Electronics,East,4,102046.25,77652.98,8,14588.37,New,3350.16,20420.82
2025-01-15 01:48:08.110137672,Monitor,Electronics,East,16,253125.37,185339.57,10,5193.76,Corporate,8200.22,57951.87
2025-01-15 23:43:46.783479348,Laptop,Electronics,North,22,1235507.92,1024737.38,15,30702.53,Returning,14013.35,199108.47
2025-01-16 21:39:25.456821024,Smartphone,Electronics,West,25,613027.44,503356.23,15,49733.5,New,14892.58,95835.88
2025-01-17 19:35:04.130162704,Smartwatch,Wearables,South,14,122503.37,79848.56,10,6738.99,New,15152.47,25700.25
2025-01-18 17:30:42.803504380,Monitor,Electronics,North,20,319294.0,230987.52,8,14359.91,Returning,18720.15,71356.22
2025-01-19 15:26:21.476846056,Tablet,Electronics,South,17,398977.03,318369.55,15,28351.16,Corporate,9042.26,73735.01
2025-01-20 13:22:00.150187732,Tablet,Electronics,North,29,733183.58,549908.01,15,41447.33,Corporate,17627.88,163342.05
2025-01-21 11:17:38.823529412,Smartwatch,Wearables,South,20,153199.26,116090.45,12,9006.89,Returning,18488.71,17141.03
2025-01-22 09:13:17.496871088,Headphones,Accessories,South,13,65275.3,34935.91,0,22785.56,Corporate,12048.18,11615.12
2025-01-23 07:08:56.170212764,Smartphone,Electronics,South,30,853795.78,658154.21,10,38618.41,Returning,11847.72,180521.87
2025-01-24 05:04:34.843554440,Monitor,Electronics,South,4,65280.62,48242.13,12,21719.44,New,6936.35,7874.74
2025-01-25 03:00:13.516896120,Tablet,Electronics,West,30,655096.64,589042.93,25,13497.64,Returning,12107.72,54168.49
2025-01-26 00:55:52.190237796,Laptop,Electronics,West,5,297298.53,233532.73,12,13797.31,New,20309.96,40619.7
2025-01-26 22:51:30.863579472,Tablet,Electronics,South,9,247124.45,180925.38,8,23452.2,New,22997.41,41661.3
2025-01-27 20:47:09.536921152,Laptop,Electronics,West,25,1514997.62,1171272.63,12,26573.77,Returning,16059.49,323989.52
2025-01-28 18:42:48.210262828,Tablet,Electronics,West,23,641980.11,437919.45,5,43781.65,New,9586.15,194987.86
2025-01-29 16:38:26.883604504,Tablet,Electronics,West,30,865438.71,587736.14,0,33901.36,Corporate,18010.37,260969.35
2025-01-30 14:34:05.556946180,Laptop,Electronics,North,23,1256200.52,1081366.46,15,36068.09,Corporate,19283.22,156757.94
2025-01-31 12:29:44.230287860,Headphones,Accessories,South,20,76580.06,50237.38,25,49234.42,New,10308.68,16071.08
2025-02-01 10:25:22.903629536,Laptop,Electronics,South,11,617291.42,509277.5,20,23532.95,Returning,21184.05,82206.65
2025-02-02 08:21:01.576971212,Smartwatch,Wearables,North,1,14829.04,5475.84,12,23150.95,Returning,4621.31,2872.04
2025-02-03 06:16:40.250312888,Monitor,Electronics,North,4,81683.78,49168.15,0,46550.61,New,3236.58,28057.13
2025-02-04 04:12:18.923654568,Laptop,Electronics,East,9,442023.26,416096.85,25,16064.4,New,5705.36,19011.17
2025-02-05 02:07:57.596996244,Headphones,Accessories,South,2,14693.22,5387.85,10,37841.69,New,6432.18,3098.13
2025-02-06 00:03:36.270337920,Monitor,Electronics,West,16,296964.26,188984.94,8,38955.79,New,22336.44,89919.51
2025-02-06 21:59:14.943679600,Smartphone,Electronics,East,24,521723.91,516776.43,25,9400.46,New,12349.6,-4965.83
2025-02-07 19:54:53.617021276,Laptop,Electronics,North,29,1558917.16,1307700.46,15,26070.41,New,9048.5,239205.64
2025-02-08 17:50:32.290362952,Headphones,Accessories,West,15,60509.37,40812.51,15,14025.31,New,12439.65,9292.42
2025-02-09 15:46:10.963704628,Smartwatch,Wearables,South,27,226853.29,150367.12,8,13341.89,Corporate,11686.5,66720.58
2025-02-10 13:41:49.637046308,Smartwatch,Wearables,East,30,212019.36,163379.02,25,25872.26,New,9632.16,36589.97
2025-02-11 11:37:28.310387984,Smartphone,Electronics,West,26,667751.05,531885.33,10,18024.34,New,6033.79,132378.52
2025-02-12 09:33:06.983729660,Monitor,Electronics,East,14,231635.2,162412.77,12,40822.72,Returning,17430.14,51311.17
